road,hour,traffic
putty road southbound,07:00,0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,9.999999999999998%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
putty road southbound,07:00,0.0%
Newcastle Street Eastbound,07:00,0%
Newcastle Street Eastbound,07:00,0.0%
Newcastle Street Eastbound,07:00,0.0%
Newcastle Street Eastbound,07:00,0.0%
Newcastle Street Eastbound,07:00,0.0%
Newcastle Street Westbound,07:00,31%
Newcastle Street Westbound,07:00,0.2156862745098039%
Newcastle Street Westbound,07:00,0.0%
Newcastle Street Westbound,07:00,0.0%
Newcastle Street Westbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,0.0%
Appin Road 7750 Northbound,07:00,19.047619047619047%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,19.047619047619047%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,10.9375%
Appin Road 7750 Southbound,07:00,10.9375%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7750 Southbound,07:00,0.0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
Appin Road 7759 Northbound,07:00,0%
